acousticness,analysis_url,danceability,duration_ms,energy,spotify_id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist_name,track_name,class
0.871,https://api.spotify.com/v1/audio-analysis/2wkIdVB8HsWyMur3Q4shlZ,0.435,176853,0.481,2wkIdVB8HsWyMur3Q4shlZ,0.0,1,0.136,-8.787,1,0.0327,77.398,4,0.38,Tate McRae,wish i loved you in the 90s,9.0
0.896,https://api.spotify.com/v1/audio-analysis/01bwGowuoCT9klYUIJwuBl,0.499,257385,0.106,01bwGowuoCT9klYUIJwuBl,0.0775,9,0.0771,-19.175,0,0.0346,85.162,4,0.245,John Rae,We Will Never Meet Again,7.0
0.345,https://api.spotify.com/v1/audio-analysis/7mjSHL2Eb0kAwiKbvNNyD9,0.48,200560,0.542,7mjSHL2Eb0kAwiKbvNNyD9,0.000609,0,0.113,-8.51,1,0.0348,152.853,4,0.567,Yusuf / Cat Stevens,Wild World,0.0
0.132,https://api.spotify.com/v1/audio-analysis/1ELmaNX7GA71u5pnpAOD5e,0.467,457133,0.962,1ELmaNX7GA71u5pnpAOD5e,0.000106,1,0.803,-7.623,1,0.11,132.445,4,0.724,Alka Yagnik,Ek Do Teen Char,3.0
0.00274,https://api.spotify.com/v1/audio-analysis/34r09AOx8joevV4pMuChZh,0.44,185349,0.849,34r09AOx8joevV4pMuChZh,3.6e-05,6,0.101,-3.981,1,0.104,77.514,4,0.459,Smol Data,Salaried (Bankruptcy Eve),10.0
0.631,https://api.spotify.com/v1/audio-analysis/5MiOOrDFzv1WljbKrGwiMV,0.65,119962,0.486,5MiOOrDFzv1WljbKrGwiMV,0.0,7,0.088,-9.517,1,0.0522,96.017,4,0.262,thomTide,madMan,9.0
0.145,https://api.spotify.com/v1/audio-analysis/7w87IxuO7BDcJ3YUqCyMTT,0.733,239600,0.71,7w87IxuO7BDcJ3YUqCyMTT,0.115,5,0.0956,-5.849,0,0.0292,127.975,4,0.965,Foster The People,Pumped Up Kicks,9.0
0.147,https://api.spotify.com/v1/audio-analysis/1oxOiOjsi7plNOZEhoPLPj,0.73,206493,0.758,1oxOiOjsi7plNOZEhoPLPj,0.0,1,0.311,-4.888,1,0.0653,120.041,4,0.877,Bastille,Good Grief,10.0
0.224,https://api.spotify.com/v1/audio-analysis/2GHp47AE8HTBF9xpG7FIoz,0.813,324173,0.544,2GHp47AE8HTBF9xpG7FIoz,0.0,4,0.134,-9.816,1,0.232,146.073,4,0.699,UGK,One Day,5.0
0.621,https://api.spotify.com/v1/audio-analysis/1VkM4OtAnNtJa6XBT3SHR6,0.777,179363,0.465,1VkM4OtAnNtJa6XBT3SHR6,0.0,6,0.0932,-10.55,0,0.0501,113.003,4,0.757,young friend,PINCH ME,9.0
0.621,https://api.spotify.com/v1/audio-analysis/1VkM4OtAnNtJa6XBT3SHR6,0.777,179363,0.465,1VkM4OtAnNtJa6XBT3SHR6,0.0,6,0.0932,-10.55,0,0.0501,113.003,4,0.757,young friend,PINCH ME,6.0
0.621,https://api.spotify.com/v1/audio-analysis/1VkM4OtAnNtJa6XBT3SHR6,0.777,179363,0.465,1VkM4OtAnNtJa6XBT3SHR6,0.0,6,0.0932,-10.55,0,0.0501,113.003,4,0.757,young friend,PINCH ME,9.0
0.621,https://api.spotify.com/v1/audio-analysis/1VkM4OtAnNtJa6XBT3SHR6,0.777,179363,0.465,1VkM4OtAnNtJa6XBT3SHR6,0.0,6,0.0932,-10.55,0,0.0501,113.003,4,0.757,young friend,PINCH ME,6.0
0.014,https://api.spotify.com/v1/audio-analysis/5cPcd6pLrpDVmKnonjd3EQ,0.727,335800,0.847,5cPcd6pLrpDVmKnonjd3EQ,0.128,1,0.144,-6.021,1,0.217,128.015,4,0.64,Fake Blood,I Think I Like It,1.0
0.000171,https://api.spotify.com/v1/audio-analysis/4YAUc5FgW3thucLVl3sHMH,0.528,239387,0.985,4YAUc5FgW3thucLVl3sHMH,0.103,2,0.445,-3.665,1,0.0799,101.995,4,0.208,Accuser,Phantom Graves,8.0
0.000989,https://api.spotify.com/v1/audio-analysis/1r8oPEXqnhUVgkUkJNqEuF,0.525,204621,0.902,1r8oPEXqnhUVgkUkJNqEuF,0.691,2,0.137,-8.662,1,0.0368,146.83,4,0.907,Joy Division,Love Will Tear Us Apart - 2010 Remaster,10.0
0.000989,https://api.spotify.com/v1/audio-analysis/1r8oPEXqnhUVgkUkJNqEuF,0.525,204621,0.902,1r8oPEXqnhUVgkUkJNqEuF,0.691,2,0.137,-8.662,1,0.0368,146.83,4,0.907,Joy Division,Love Will Tear Us Apart - 2010 Remaster,1.0
0.000989,https://api.spotify.com/v1/audio-analysis/1r8oPEXqnhUVgkUkJNqEuF,0.525,204621,0.902,1r8oPEXqnhUVgkUkJNqEuF,0.691,2,0.137,-8.662,1,0.0368,146.83,4,0.907,Joy Division,Love Will Tear Us Apart - 2010 Remaster,6.0
0.000989,https://api.spotify.com/v1/audio-analysis/1r8oPEXqnhUVgkUkJNqEuF,0.525,204621,0.902,1r8oPEXqnhUVgkUkJNqEuF,0.691,2,0.137,-8.662,1,0.0368,146.83,4,0.907,Joy Division,Love Will Tear Us Apart - 2010 Remaster,10.0
0.000989,https://api.spotify.com/v1/audio-analysis/1r8oPEXqnhUVgkUkJNqEuF,0.525,204621,0.902,1r8oPEXqnhUVgkUkJNqEuF,0.691,2,0.137,-8.662,1,0.0368,146.83,4,0.907,Joy Division,Love Will Tear Us Apart - 2010 Remaster,1.0
0.000989,https://api.spotify.com/v1/audio-analysis/1r8oPEXqnhUVgkUkJNqEuF,0.525,204621,0.902,1r8oPEXqnhUVgkUkJNqEuF,0.691,2,0.137,-8.662,1,0.0368,146.83,4,0.907,Joy Division,Love Will Tear Us Apart - 2010 Remaster,6.0
0.000989,https://api.spotify.com/v1/audio-analysis/1r8oPEXqnhUVgkUkJNqEuF,0.525,204621,0.902,1r8oPEXqnhUVgkUkJNqEuF,0.691,2,0.137,-8.662,1,0.0368,146.83,4,0.907,Joy Division,Love Will Tear Us Apart - 2010 Remaster,10.0
0.000989,https://api.spotify.com/v1/audio-analysis/1r8oPEXqnhUVgkUkJNqEuF,0.525,204621,0.902,1r8oPEXqnhUVgkUkJNqEuF,0.691,2,0.137,-8.662,1,0.0368,146.83,4,0.907,Joy Division,Love Will Tear Us Apart - 2010 Remaster,1.0
0.000989,https://api.spotify.com/v1/audio-analysis/1r8oPEXqnhUVgkUkJNqEuF,0.525,204621,0.902,1r8oPEXqnhUVgkUkJNqEuF,0.691,2,0.137,-8.662,1,0.0368,146.83,4,0.907,Joy Division,Love Will Tear Us Apart - 2010 Remaster,6.0
0.128,https://api.spotify.com/v1/audio-analysis/3GWuPbPr5nT65fmew963zV,0.586,248675,0.718,3GWuPbPr5nT65fmew963zV,0.0273,7,0.197,-7.834,1,0.0281,90.972,4,0.763,j ember,Sleep Well,9.0
0.128,https://api.spotify.com/v1/audio-analysis/3GWuPbPr5nT65fmew963zV,0.586,248675,0.718,3GWuPbPr5nT65fmew963zV,0.0273,7,0.197,-7.834,1,0.0281,90.972,4,0.763,j ember,Sleep Well,6.0
0.128,https://api.spotify.com/v1/audio-analysis/3GWuPbPr5nT65fmew963zV,0.586,248675,0.718,3GWuPbPr5nT65fmew963zV,0.0273,7,0.197,-7.834,1,0.0281,90.972,4,0.763,j ember,Sleep Well,9.0
0.128,https://api.spotify.com/v1/audio-analysis/3GWuPbPr5nT65fmew963zV,0.586,248675,0.718,3GWuPbPr5nT65fmew963zV,0.0273,7,0.197,-7.834,1,0.0281,90.972,4,0.763,j ember,Sleep Well,6.0
0.388,https://api.spotify.com/v1/audio-analysis/0awZwmlC6pxH65KTZpadmX,0.45,251906,0.794,0awZwmlC6pxH65KTZpadmX,0.0,4,0.303,-5.015,1,0.0538,143.861,4,0.362,Briston Maroney,Freakin' Out On the Interstate,10.0
0.388,https://api.spotify.com/v1/audio-analysis/0awZwmlC6pxH65KTZpadmX,0.45,251906,0.794,0awZwmlC6pxH65KTZpadmX,0.0,4,0.303,-5.015,1,0.0538,143.861,4,0.362,Briston Maroney,Freakin' Out On the Interstate,1.0
0.388,https://api.spotify.com/v1/audio-analysis/0awZwmlC6pxH65KTZpadmX,0.45,251906,0.794,0awZwmlC6pxH65KTZpadmX,0.0,4,0.303,-5.015,1,0.0538,143.861,4,0.362,Briston Maroney,Freakin' Out On the Interstate,10.0
0.388,https://api.spotify.com/v1/audio-analysis/0awZwmlC6pxH65KTZpadmX,0.45,251906,0.794,0awZwmlC6pxH65KTZpadmX,0.0,4,0.303,-5.015,1,0.0538,143.861,4,0.362,Briston Maroney,Freakin' Out On the Interstate,1.0
0.00757,https://api.spotify.com/v1/audio-analysis/2lAW5SxQC2PcbUhisFF9Pw,0.42,148825,0.759,2lAW5SxQC2PcbUhisFF9Pw,0.0,7,0.117,-5.318,1,0.0355,173.919,4,0.108,Anwar,Off@Night,10.0
0.174,https://api.spotify.com/v1/audio-analysis/5PtA2XXIrUWLZ3ZELnTOUi,0.564,449107,0.615,5PtA2XXIrUWLZ3ZELnTOUi,0.179,2,0.199,-8.957,0,0.0293,101.888,4,0.0814,Dream Theater,Space-Dye Vest,8.0
0.75,https://api.spotify.com/v1/audio-analysis/3VamXAvVMczcS2PTYtPfBQ,0.629,195053,0.464,3VamXAvVMczcS2PTYtPfBQ,0.0,4,0.0853,-8.72,1,0.0334,156.051,4,0.523,Jimmie Allen,Best Shot,4.0
4.9e-05,https://api.spotify.com/v1/audio-analysis/4IkCvLPQfBEclen1NuIDIL,0.391,239780,0.93,4IkCvLPQfBEclen1NuIDIL,0.000569,2,0.674,-4.16,0,0.0509,179.99,4,0.502,Fozzy,Painless,10.0
0.0149,https://api.spotify.com/v1/audio-analysis/0qaWEvPkts34WF68r8Dzx9,0.737,208474,0.828,0qaWEvPkts34WF68r8Dzx9,0.000588,11,0.0862,-4.711,1,0.0396,124.051,4,0.517,Riton,Turn Me On (feat. Vula),9.0
0.251,https://api.spotify.com/v1/audio-analysis/111lEceXGPf5AX8yntrQaK,0.687,245600,0.718,111lEceXGPf5AX8yntrQaK,4.47e-05,0,0.202,-3.796,1,0.0289,111.142,4,0.777,W.C. Clark,Stronger Than You Need To Be,2.0
0.841,https://api.spotify.com/v1/audio-analysis/11oZK9EdlMVLqVIIxkUFVx,0.613,197666,0.357,11oZK9EdlMVLqVIIxkUFVx,0.447,10,0.11,-10.35,0,0.0452,80.871,3,0.71,Gathering in Jazz,The Shape of Blue,7.0
0.427,https://api.spotify.com/v1/audio-analysis/0AFauuw4BMnqScJljkqWzd,0.603,534307,0.864,0AFauuw4BMnqScJljkqWzd,0.892,11,0.329,-11.832,1,0.0524,165.033,4,0.49,Karsh Kale,Milan,0.0
0.427,https://api.spotify.com/v1/audio-analysis/0AFauuw4BMnqScJljkqWzd,0.603,534307,0.864,0AFauuw4BMnqScJljkqWzd,0.892,11,0.329,-11.832,1,0.0524,165.033,4,0.49,Karsh Kale,Milan,6.0
0.427,https://api.spotify.com/v1/audio-analysis/0AFauuw4BMnqScJljkqWzd,0.603,534307,0.864,0AFauuw4BMnqScJljkqWzd,0.892,11,0.329,-11.832,1,0.0524,165.033,4,0.49,Karsh Kale,Milan,0.0
0.427,https://api.spotify.com/v1/audio-analysis/0AFauuw4BMnqScJljkqWzd,0.603,534307,0.864,0AFauuw4BMnqScJljkqWzd,0.892,11,0.329,-11.832,1,0.0524,165.033,4,0.49,Karsh Kale,Milan,6.0
0.353,https://api.spotify.com/v1/audio-analysis/7orLcSrAUPsUbqSKoAMwEz,0.63,212638,0.768,7orLcSrAUPsUbqSKoAMwEz,0.0814,6,0.108,-5.667,1,0.0294,119.978,4,0.519,Gurr,She Says,1.0
0.353,https://api.spotify.com/v1/audio-analysis/7orLcSrAUPsUbqSKoAMwEz,0.63,212638,0.768,7orLcSrAUPsUbqSKoAMwEz,0.0814,6,0.108,-5.667,1,0.0294,119.978,4,0.519,Gurr,She Says,6.0
0.353,https://api.spotify.com/v1/audio-analysis/7orLcSrAUPsUbqSKoAMwEz,0.63,212638,0.768,7orLcSrAUPsUbqSKoAMwEz,0.0814,6,0.108,-5.667,1,0.0294,119.978,4,0.519,Gurr,She Says,1.0
0.353,https://api.spotify.com/v1/audio-analysis/7orLcSrAUPsUbqSKoAMwEz,0.63,212638,0.768,7orLcSrAUPsUbqSKoAMwEz,0.0814,6,0.108,-5.667,1,0.0294,119.978,4,0.519,Gurr,She Says,6.0
0.00119,https://api.spotify.com/v1/audio-analysis/6eGh4BakrXoS62at0oWELo,0.464,313627,0.528,6eGh4BakrXoS62at0oWELo,0.000363,2,0.117,-8.528,1,0.0347,186.71,3,0.518,Los Lobos,Chains Of Love,2.0
0.982,https://api.spotify.com/v1/audio-analysis/72794Eag03xdy7TO0KNuid,0.35,202200,0.12,72794Eag03xdy7TO0KNuid,0.000289,3,0.103,-11.104,0,0.0393,68.995,4,0.121,Frank Ocean,Cayendo (Side A - Acoustic),6.0
0.137,https://api.spotify.com/v1/audio-analysis/1rJM37Dd4OcSJvzI84yCcP,0.681,260067,0.505,1rJM37Dd4OcSJvzI84yCcP,0.0,1,0.234,-11.709,1,0.138,89.953,4,0.399,Fugees,Fu-Gee-La,5.0
0.00259,https://api.spotify.com/v1/audio-analysis/5nDY2KxY4o4kiBxO1tGDGe,0.573,263760,0.91,5nDY2KxY4o4kiBxO1tGDGe,0.0697,4,0.106,-7.515,1,0.0489,107.907,4,0.813,Extreme,Get The Funk Out,10.0
0.198,https://api.spotify.com/v1/audio-analysis/3XQY8kDjI8LARMIC9xkxQk,0.611,246387,0.66,3XQY8kDjI8LARMIC9xkxQk,0.0,11,0.365,-5.883,1,0.0839,71.544,4,0.583,Waka Flocka Flame,Hard in Da Paint,5.0
0.000224,https://api.spotify.com/v1/audio-analysis/5ijQMO46fAA1zLF4xVhH4h,0.567,192920,0.954,5ijQMO46fAA1zLF4xVhH4h,0.000586,1,0.317,-2.502,1,0.0796,90.015,4,0.48,RedHook,Kamikaze,8.0
0.000224,https://api.spotify.com/v1/audio-analysis/5ijQMO46fAA1zLF4xVhH4h,0.567,192920,0.954,5ijQMO46fAA1zLF4xVhH4h,0.000586,1,0.317,-2.502,1,0.0796,90.015,4,0.48,RedHook,Kamikaze,10.0
0.000224,https://api.spotify.com/v1/audio-analysis/5ijQMO46fAA1zLF4xVhH4h,0.567,192920,0.954,5ijQMO46fAA1zLF4xVhH4h,0.000586,1,0.317,-2.502,1,0.0796,90.015,4,0.48,RedHook,Kamikaze,8.0
0.000224,https://api.spotify.com/v1/audio-analysis/5ijQMO46fAA1zLF4xVhH4h,0.567,192920,0.954,5ijQMO46fAA1zLF4xVhH4h,0.000586,1,0.317,-2.502,1,0.0796,90.015,4,0.48,RedHook,Kamikaze,10.0
0.244,https://api.spotify.com/v1/audio-analysis/6UNnfZz3Xe9NGrDsDI0ZC2,0.628,262520,0.496,6UNnfZz3Xe9NGrDsDI0ZC2,1.24e-05,1,0.147,-7.103,1,0.0234,85.487,4,0.265,John Michael Montgomery,I Swear,4.0
0.0165,https://api.spotify.com/v1/audio-analysis/4NyQwUbqvKp9RQAdhqAHX0,0.509,75760,0.733,4NyQwUbqvKp9RQAdhqAHX0,0.0,9,0.404,-5.909,1,0.126,109.736,4,0.676,The Chats,Drunk n Disorderly,10.0
0.0165,https://api.spotify.com/v1/audio-analysis/4NyQwUbqvKp9RQAdhqAHX0,0.509,75760,0.733,4NyQwUbqvKp9RQAdhqAHX0,0.0,9,0.404,-5.909,1,0.126,109.736,4,0.676,The Chats,Drunk n Disorderly,6.0
0.0165,https://api.spotify.com/v1/audio-analysis/4NyQwUbqvKp9RQAdhqAHX0,0.509,75760,0.733,4NyQwUbqvKp9RQAdhqAHX0,0.0,9,0.404,-5.909,1,0.126,109.736,4,0.676,The Chats,Drunk n Disorderly,1.0
0.0165,https://api.spotify.com/v1/audio-analysis/4NyQwUbqvKp9RQAdhqAHX0,0.509,75760,0.733,4NyQwUbqvKp9RQAdhqAHX0,0.0,9,0.404,-5.909,1,0.126,109.736,4,0.676,The Chats,Drunk n Disorderly,10.0
0.0165,https://api.spotify.com/v1/audio-analysis/4NyQwUbqvKp9RQAdhqAHX0,0.509,75760,0.733,4NyQwUbqvKp9RQAdhqAHX0,0.0,9,0.404,-5.909,1,0.126,109.736,4,0.676,The Chats,Drunk n Disorderly,6.0
0.0165,https://api.spotify.com/v1/audio-analysis/4NyQwUbqvKp9RQAdhqAHX0,0.509,75760,0.733,4NyQwUbqvKp9RQAdhqAHX0,0.0,9,0.404,-5.909,1,0.126,109.736,4,0.676,The Chats,Drunk n Disorderly,1.0
0.0165,https://api.spotify.com/v1/audio-analysis/4NyQwUbqvKp9RQAdhqAHX0,0.509,75760,0.733,4NyQwUbqvKp9RQAdhqAHX0,0.0,9,0.404,-5.909,1,0.126,109.736,4,0.676,The Chats,Drunk n Disorderly,10.0
0.0165,https://api.spotify.com/v1/audio-analysis/4NyQwUbqvKp9RQAdhqAHX0,0.509,75760,0.733,4NyQwUbqvKp9RQAdhqAHX0,0.0,9,0.404,-5.909,1,0.126,109.736,4,0.676,The Chats,Drunk n Disorderly,6.0
0.0165,https://api.spotify.com/v1/audio-analysis/4NyQwUbqvKp9RQAdhqAHX0,0.509,75760,0.733,4NyQwUbqvKp9RQAdhqAHX0,0.0,9,0.404,-5.909,1,0.126,109.736,4,0.676,The Chats,Drunk n Disorderly,1.0
0.346,https://api.spotify.com/v1/audio-analysis/3jtU7iGfHq7XzbPbY6GbYd,0.602,187744,0.867,3jtU7iGfHq7XzbPbY6GbYd,0.0014,7,0.225,-6.511,1,0.0705,90.04,4,0.877,Premium Leisure,Easy FM,10.0
0.00255,https://api.spotify.com/v1/audio-analysis/2aoo2jlRnM3A0NyLQqMN2f,0.438,240800,0.805,2aoo2jlRnM3A0NyLQqMN2f,5.69e-05,8,0.0842,-6.237,1,0.0624,113.253,4,0.564,Jimi Hendrix,All Along the Watchtower,1.0
0.00255,https://api.spotify.com/v1/audio-analysis/2aoo2jlRnM3A0NyLQqMN2f,0.438,240800,0.805,2aoo2jlRnM3A0NyLQqMN2f,5.69e-05,8,0.0842,-6.237,1,0.0624,113.253,4,0.564,Jimi Hendrix,All Along the Watchtower,6.0
0.00255,https://api.spotify.com/v1/audio-analysis/2aoo2jlRnM3A0NyLQqMN2f,0.438,240800,0.805,2aoo2jlRnM3A0NyLQqMN2f,5.69e-05,8,0.0842,-6.237,1,0.0624,113.253,4,0.564,Jimi Hendrix,All Along the Watchtower,1.0
0.00255,https://api.spotify.com/v1/audio-analysis/2aoo2jlRnM3A0NyLQqMN2f,0.438,240800,0.805,2aoo2jlRnM3A0NyLQqMN2f,5.69e-05,8,0.0842,-6.237,1,0.0624,113.253,4,0.564,Jimi Hendrix,All Along the Watchtower,6.0
0.000261,https://api.spotify.com/v1/audio-analysis/2mbdrL0q09yWkw58yx3oTy,0.989,112981,0.54,2mbdrL0q09yWkw58yx3oTy,0.000275,11,0.265,-7.02,0,0.176,120.004,4,0.604,Whookilledkenny,Gucci Umbrella,5.0
0.102,https://api.spotify.com/v1/audio-analysis/5bKWr2jjQ8dEynxT6lVjfn,0.657,147600,0.806,5bKWr2jjQ8dEynxT6lVjfn,0.0157,11,0.106,-6.665,1,0.0519,154.848,4,0.748,Osaka Blue,Use Me Up,6.0
0.785,https://api.spotify.com/v1/audio-analysis/45bE4HXI0AwGZXfZtMp8JR,0.667,169266,0.373,45bE4HXI0AwGZXfZtMp8JR,0.0,4,0.0906,-9.389,1,0.05,124.148,4,0.0823,Tate McRae,you broke me first,9.0
0.373,https://api.spotify.com/v1/audio-analysis/1j8daMcREb9EXhO4MCfLLA,0.584,229347,0.355,1j8daMcREb9EXhO4MCfLLA,1.45e-06,1,0.0999,-5.373,1,0.0283,76.097,3,0.305,Westlife,Another Life,9.0
0.0225,https://api.spotify.com/v1/audio-analysis/4LK36kV9w3KBD2GYL26ZBq,0.743,179573,0.443,4LK36kV9w3KBD2GYL26ZBq,6.76e-06,4,0.099,-6.968,1,0.0382,119.984,4,0.37,chloe moriondo,I Want To Be With You,6.0
0.846,https://api.spotify.com/v1/audio-analysis/37JvmVceKRrUfnXp1t6P7g,0.391,230165,0.0554,37JvmVceKRrUfnXp1t6P7g,0.953,5,0.102,-30.559,1,0.077,113.387,4,0.497,Chris Carter,Solidit,6.0
0.000469,https://api.spotify.com/v1/audio-analysis/3xxXGqhgN3vqJ1qmFNjecV,0.579,179160,0.934,3xxXGqhgN3vqJ1qmFNjecV,0.0,6,0.234,-4.324,1,0.0673,93.978,4,0.638,Spike 1000,Make Me Suffer,8.0
0.106,https://api.spotify.com/v1/audio-analysis/73TMk4jwBjv5tPRUq2twMZ,0.57,90404,0.63,73TMk4jwBjv5tPRUq2twMZ,0.849,3,0.105,-9.014,0,0.0253,94.944,4,0.853,Triathalon,GARDEN 2,6.0
0.000201,https://api.spotify.com/v1/audio-analysis/27BEATf1JFhKDmwJdpGVSk,0.446,209480,0.778,27BEATf1JFhKDmwJdpGVSk,0.662,7,0.0492,-4.774,1,0.173,94.508,4,0.683,Royal Blood,Boilermaker,10.0
0.000201,https://api.spotify.com/v1/audio-analysis/27BEATf1JFhKDmwJdpGVSk,0.446,209480,0.778,27BEATf1JFhKDmwJdpGVSk,0.662,7,0.0492,-4.774,1,0.173,94.508,4,0.683,Royal Blood,Boilermaker,1.0
0.000201,https://api.spotify.com/v1/audio-analysis/27BEATf1JFhKDmwJdpGVSk,0.446,209480,0.778,27BEATf1JFhKDmwJdpGVSk,0.662,7,0.0492,-4.774,1,0.173,94.508,4,0.683,Royal Blood,Boilermaker,10.0
0.000201,https://api.spotify.com/v1/audio-analysis/27BEATf1JFhKDmwJdpGVSk,0.446,209480,0.778,27BEATf1JFhKDmwJdpGVSk,0.662,7,0.0492,-4.774,1,0.173,94.508,4,0.683,Royal Blood,Boilermaker,1.0
0.00207,https://api.spotify.com/v1/audio-analysis/2NTDt9Fiqp5wTBM6cLO6Bu,0.515,324787,0.752,2NTDt9Fiqp5wTBM6cLO6Bu,2.5e-06,9,0.129,-1.853,0,0.0336,83.541,4,0.503,Gary Clark Jr.,Bright Lights,10.0
0.208,https://api.spotify.com/v1/audio-analysis/2dW3ZWlCrV4T1SBR1u1ttz,0.697,271854,0.923,2dW3ZWlCrV4T1SBR1u1ttz,0.000736,6,0.158,-4.646,1,0.272,169.999,4,0.635,THE DRIVER ERA,A Kiss,10.0
0.0018,https://api.spotify.com/v1/audio-analysis/0a8K9xaZzEmjoE7LemJUjE,0.335,226173,0.817,0a8K9xaZzEmjoE7LemJUjE,0.854,2,0.126,-6.814,1,0.0412,139.334,4,0.544,Helices,Crucemos los Puentes...,10.0
9.15e-06,https://api.spotify.com/v1/audio-analysis/3fu8KKSxAmNCHnhJceJMtB,0.427,236650,0.931,3fu8KKSxAmNCHnhJceJMtB,0.024,0,0.169,-4.202,1,0.0487,150.102,4,0.383,Career Woman,Teacher's Pet,1.0
9.15e-06,https://api.spotify.com/v1/audio-analysis/3fu8KKSxAmNCHnhJceJMtB,0.427,236650,0.931,3fu8KKSxAmNCHnhJceJMtB,0.024,0,0.169,-4.202,1,0.0487,150.102,4,0.383,Career Woman,Teacher's Pet,10.0
9.15e-06,https://api.spotify.com/v1/audio-analysis/3fu8KKSxAmNCHnhJceJMtB,0.427,236650,0.931,3fu8KKSxAmNCHnhJceJMtB,0.024,0,0.169,-4.202,1,0.0487,150.102,4,0.383,Career Woman,Teacher's Pet,6.0
9.15e-06,https://api.spotify.com/v1/audio-analysis/3fu8KKSxAmNCHnhJceJMtB,0.427,236650,0.931,3fu8KKSxAmNCHnhJceJMtB,0.024,0,0.169,-4.202,1,0.0487,150.102,4,0.383,Career Woman,Teacher's Pet,1.0
9.15e-06,https://api.spotify.com/v1/audio-analysis/3fu8KKSxAmNCHnhJceJMtB,0.427,236650,0.931,3fu8KKSxAmNCHnhJceJMtB,0.024,0,0.169,-4.202,1,0.0487,150.102,4,0.383,Career Woman,Teacher's Pet,10.0
9.15e-06,https://api.spotify.com/v1/audio-analysis/3fu8KKSxAmNCHnhJceJMtB,0.427,236650,0.931,3fu8KKSxAmNCHnhJceJMtB,0.024,0,0.169,-4.202,1,0.0487,150.102,4,0.383,Career Woman,Teacher's Pet,6.0
9.15e-06,https://api.spotify.com/v1/audio-analysis/3fu8KKSxAmNCHnhJceJMtB,0.427,236650,0.931,3fu8KKSxAmNCHnhJceJMtB,0.024,0,0.169,-4.202,1,0.0487,150.102,4,0.383,Career Woman,Teacher's Pet,1.0
9.15e-06,https://api.spotify.com/v1/audio-analysis/3fu8KKSxAmNCHnhJceJMtB,0.427,236650,0.931,3fu8KKSxAmNCHnhJceJMtB,0.024,0,0.169,-4.202,1,0.0487,150.102,4,0.383,Career Woman,Teacher's Pet,10.0
9.15e-06,https://api.spotify.com/v1/audio-analysis/3fu8KKSxAmNCHnhJceJMtB,0.427,236650,0.931,3fu8KKSxAmNCHnhJceJMtB,0.024,0,0.169,-4.202,1,0.0487,150.102,4,0.383,Career Woman,Teacher's Pet,6.0
0.678,https://api.spotify.com/v1/audio-analysis/03JTuxnm9jDSs1SB9thRMn,0.546,237672,0.448,03JTuxnm9jDSs1SB9thRMn,0.0,0,0.0725,-8.342,1,0.049,116.017,3,0.315,DURDN,The Last Day,9.0
0.0455,https://api.spotify.com/v1/audio-analysis/20XdEFyaUR9C7aDIdq2OAd,0.677,270973,0.539,20XdEFyaUR9C7aDIdq2OAd,1.84e-06,7,0.845,-14.439,1,0.063,95.116,4,0.469,DJ Jazzy Jeff & The Fresh Prince,Summertime,5.0
0.973,https://api.spotify.com/v1/audio-analysis/5QBB15z14txSFYP6zFUn0q,0.35,294222,0.379,5QBB15z14txSFYP6zFUn0q,0.000158,8,0.158,-10.811,1,0.0413,89.709,4,0.503,Kishore Kumar,Is Mod Se Jate Hain,3.0
8.16e-05,https://api.spotify.com/v1/audio-analysis/7yNafrXYcx2igqDTYgsuay,0.438,204002,0.987,7yNafrXYcx2igqDTYgsuay,0.0546,1,0.348,-4.83,1,0.151,100.009,4,0.158,Prospective,Deadman,8.0
8.16e-05,https://api.spotify.com/v1/audio-analysis/7yNafrXYcx2igqDTYgsuay,0.438,204002,0.987,7yNafrXYcx2igqDTYgsuay,0.0546,1,0.348,-4.83,1,0.151,100.009,4,0.158,Prospective,Deadman,10.0
8.16e-05,https://api.spotify.com/v1/audio-analysis/7yNafrXYcx2igqDTYgsuay,0.438,204002,0.987,7yNafrXYcx2igqDTYgsuay,0.0546,1,0.348,-4.83,1,0.151,100.009,4,0.158,Prospective,Deadman,8.0
8.16e-05,https://api.spotify.com/v1/audio-analysis/7yNafrXYcx2igqDTYgsuay,0.438,204002,0.987,7yNafrXYcx2igqDTYgsuay,0.0546,1,0.348,-4.83,1,0.151,100.009,4,0.158,Prospective,Deadman,10.0
0.00022,https://api.spotify.com/v1/audio-analysis/5nUrlBwZiaPcCKpBM7iT1W,0.563,293093,0.865,5nUrlBwZiaPcCKpBM7iT1W,0.0124,8,0.214,-5.573,1,0.0572,125.011,4,0.393,Royal Blood,Limbo,10.0
0.00915,https://api.spotify.com/v1/audio-analysis/4O1aEPLNamT9ZuClNZi2KM,0.667,265733,0.721,4O1aEPLNamT9ZuClNZi2KM,0.0137,7,0.105,-7.17,1,0.0329,110.094,4,0.567,Incubus,Summer Romance (Anti-Gravity Love Song),10.0
6.69e-05,https://api.spotify.com/v1/audio-analysis/3DouEusx0IYHCPhTQcpFJo,0.55,339933,0.697,3DouEusx0IYHCPhTQcpFJo,0.03,11,0.0958,-4.602,1,0.0258,85.995,4,0.543,Duran Duran,Falling Down (feat. Justin Timberlake),10.0
