acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,class
0.00157,0.488,264733,0.813,0.000491,5,0.208,-8.94,1,0.0554,92.507,4,0.297,1.0
0.00157,0.488,264733,0.813,0.000491,5,0.208,-8.94,1,0.0554,92.507,4,0.297,6.0
0.44,0.761,238805,0.525,6.7e-06,11,0.0921,-6.9,1,0.0944,80.87,4,0.531,1.0
0.44,0.761,238805,0.525,6.7e-06,11,0.0921,-6.9,1,0.0944,80.87,4,0.531,6.0
0.44,0.761,238805,0.525,6.7e-06,11,0.0921,-6.9,1,0.0944,80.87,4,0.531,9.0
0.44,0.761,238805,0.525,6.7e-06,11,0.0921,-6.9,1,0.0944,80.87,4,0.531,10.0
0.44,0.761,238805,0.525,6.7e-06,11,0.0921,-6.9,1,0.0944,80.87,4,0.531,1.0
0.44,0.761,238805,0.525,6.7e-06,11,0.0921,-6.9,1,0.0944,80.87,4,0.531,6.0
0.44,0.761,238805,0.525,6.7e-06,11,0.0921,-6.9,1,0.0944,80.87,4,0.531,9.0
0.44,0.761,238805,0.525,6.7e-06,11,0.0921,-6.9,1,0.0944,80.87,4,0.531,10.0
0.44,0.761,238805,0.525,6.7e-06,11,0.0921,-6.9,1,0.0944,80.87,4,0.531,1.0
0.44,0.761,238805,0.525,6.7e-06,11,0.0921,-6.9,1,0.0944,80.87,4,0.531,6.0
0.44,0.761,238805,0.525,6.7e-06,11,0.0921,-6.9,1,0.0944,80.87,4,0.531,9.0
0.44,0.761,238805,0.525,6.7e-06,11,0.0921,-6.9,1,0.0944,80.87,4,0.531,10.0
0.44,0.761,238805,0.525,6.7e-06,11,0.0921,-6.9,1,0.0944,80.87,4,0.531,1.0
0.44,0.761,238805,0.525,6.7e-06,11,0.0921,-6.9,1,0.0944,80.87,4,0.531,6.0
0.44,0.761,238805,0.525,6.7e-06,11,0.0921,-6.9,1,0.0944,80.87,4,0.531,9.0
0.44,0.761,238805,0.525,6.7e-06,11,0.0921,-6.9,1,0.0944,80.87,4,0.531,10.0
0.227,0.53,279733,0.467,0.0,10,0.211,-12.237,1,0.0326,119.928,4,0.423,8.0
0.000559,0.571,196437,0.654,1.66e-06,9,0.194,-6.342,0,0.0314,74.987,4,0.383,10.0
0.000559,0.571,196437,0.654,1.66e-06,9,0.194,-6.342,0,0.0314,74.987,4,0.383,1.0
0.000559,0.571,196437,0.654,1.66e-06,9,0.194,-6.342,0,0.0314,74.987,4,0.383,10.0
0.000559,0.571,196437,0.654,1.66e-06,9,0.194,-6.342,0,0.0314,74.987,4,0.383,1.0
0.0197,0.703,247600,0.714,1.65e-06,2,0.0849,-4.967,1,0.0316,116.723,4,0.62,6.0
0.899,0.388,326733,0.361,0.909,3,0.159,-11.061,0,0.039,79.713,4,0.309,7.0
0.237,0.754,186935,0.706,3.46e-05,5,0.097,-6.145,1,0.0923,81.943,4,0.536,9.0
0.0563,0.765,240726,0.636,0.000337,4,0.118,-8.158,0,0.0479,83.524,4,0.518,2.0
0.761,0.686,158667,0.402,0.0272,4,0.196,-16.234,1,0.0563,143.495,4,0.692,4.0
0.00218,0.578,155294,0.849,0.0,5,0.389,-4.614,0,0.0595,136.021,4,0.626,9.0
7.53e-06,0.274,485880,0.924,0.801,9,0.167,-8.275,0,0.0783,63.665,3,0.0397,8.0
0.000413,0.508,235760,0.958,0.00347,8,0.0721,-3.915,0,0.0451,139.942,4,0.766,10.0
0.363,0.658,373000,0.42,0.0135,0,0.128,-13.075,1,0.0443,140.85,4,0.457,2.0
0.0284,0.639,146651,0.834,0.0,2,0.333,-7.332,1,0.225,92.484,4,0.338,5.0
0.000558,0.375,294072,0.914,4.55e-05,8,0.101,-3.241,1,0.0589,138.934,4,0.254,10.0
0.000558,0.375,294072,0.914,4.55e-05,8,0.101,-3.241,1,0.0589,138.934,4,0.254,1.0
0.000558,0.375,294072,0.914,4.55e-05,8,0.101,-3.241,1,0.0589,138.934,4,0.254,10.0
0.000558,0.375,294072,0.914,4.55e-05,8,0.101,-3.241,1,0.0589,138.934,4,0.254,1.0
0.0941,0.698,319393,0.524,0.00729,7,0.0442,-7.873,0,0.0299,78.011,4,0.5,9.0
0.969,0.365,155188,0.117,2.48e-06,11,0.684,-10.61,0,0.041,168.744,4,0.119,9.0
0.00603,0.646,215111,0.818,0.0,10,0.167,-5.582,0,0.236,133.898,4,0.475,5.0
0.000299,0.518,224507,0.95,0.0,11,0.202,-3.638,1,0.0403,141.029,4,0.792,8.0
0.00888,0.567,280636,0.559,0.00131,9,0.0764,-10.175,1,0.0288,127.227,4,0.898,10.0
0.25,0.754,155067,0.902,0.0,11,0.0517,-3.768,0,0.287,136.054,4,0.96,5.0
0.000998,0.547,261507,0.931,0.0118,2,0.278,-2.356,1,0.0615,118.4,4,0.697,10.0
0.636,0.602,295587,0.849,3.18e-05,11,0.663,-6.602,1,0.1,112.071,4,0.34,10.0
4.59e-05,0.288,222238,0.99,0.0056,11,0.555,-3.656,0,0.319,73.016,4,0.449,8.0
0.000595,0.557,262440,0.886,9.84e-05,11,0.0904,-4.196,0,0.0498,114.025,4,0.17,8.0
0.271,0.713,196946,0.793,0.0,2,0.727,-5.277,1,0.397,71.724,4,0.203,5.0
0.382,0.414,377093,0.428,0.000243,0,0.148,-11.097,1,0.0278,145.075,4,0.282,9.0
0.382,0.414,377093,0.428,0.000243,0,0.148,-11.097,1,0.0278,145.075,4,0.282,10.0
0.382,0.414,377093,0.428,0.000243,0,0.148,-11.097,1,0.0278,145.075,4,0.282,9.0
0.382,0.414,377093,0.428,0.000243,0,0.148,-11.097,1,0.0278,145.075,4,0.282,10.0
1.37e-05,0.219,217133,0.921,0.0515,7,0.123,-5.663,1,0.0787,166.307,4,0.535,8.0
0.624,0.509,215947,0.386,1.55e-06,7,0.133,-8.609,1,0.0881,134.543,4,0.674,2.0
0.000397,0.303,202573,0.998,0.0,4,0.361,-1.693,1,0.0661,181.944,4,0.371,1.0
0.000397,0.303,202573,0.998,0.0,4,0.361,-1.693,1,0.0661,181.944,4,0.371,6.0
0.000397,0.303,202573,0.998,0.0,4,0.361,-1.693,1,0.0661,181.944,4,0.371,1.0
0.000397,0.303,202573,0.998,0.0,4,0.361,-1.693,1,0.0661,181.944,4,0.371,6.0
0.00185,0.504,263000,0.874,0.000193,1,0.049,-7.09,1,0.037,180.009,4,0.867,10.0
0.364,0.536,221707,0.907,5.22e-06,9,0.103,-10.249,1,0.0559,177.352,4,0.893,4.0
0.000109,0.431,228667,0.95,0.248,2,0.232,-11.399,1,0.117,140.044,4,0.162,8.0
0.158,0.679,284936,0.769,0.198,8,0.07,-7.289,1,0.0415,134.933,4,0.83,6.0
0.158,0.679,284936,0.769,0.198,8,0.07,-7.289,1,0.0415,134.933,4,0.83,1.0
0.158,0.679,284936,0.769,0.198,8,0.07,-7.289,1,0.0415,134.933,4,0.83,6.0
0.158,0.679,284936,0.769,0.198,8,0.07,-7.289,1,0.0415,134.933,4,0.83,1.0
0.00195,0.332,243200,0.933,0.674,9,0.29,-4.657,1,0.161,173.94,4,0.0834,10.0
0.38,0.51,316360,0.778,0.0445,7,0.0724,-5.23,0,0.0338,79.984,4,0.695,1.0
0.38,0.51,316360,0.778,0.0445,7,0.0724,-5.23,0,0.0338,79.984,4,0.695,9.0
0.38,0.51,316360,0.778,0.0445,7,0.0724,-5.23,0,0.0338,79.984,4,0.695,1.0
0.38,0.51,316360,0.778,0.0445,7,0.0724,-5.23,0,0.0338,79.984,4,0.695,9.0
0.047,0.801,186733,0.596,6.52e-05,10,0.288,-6.148,0,0.0844,113.007,4,0.769,9.0
0.000632,0.724,206160,0.699,0.00176,0,0.232,-6.93,1,0.0287,127.523,4,0.861,10.0
0.664,0.681,138160,0.808,0.0011,6,0.385,-4.626,0,0.111,85.01,4,0.547,6.0
3.47e-05,0.361,118014,0.947,0.0,7,0.338,-7.319,1,0.174,91.167,4,0.383,8.0
0.00391,0.591,224640,0.94,0.0,11,0.383,-4.341,1,0.0522,100.043,4,0.676,6.0
0.00391,0.591,224640,0.94,0.0,11,0.383,-4.341,1,0.0522,100.043,4,0.676,10.0
0.00391,0.591,224640,0.94,0.0,11,0.383,-4.341,1,0.0522,100.043,4,0.676,6.0
0.00391,0.591,224640,0.94,0.0,11,0.383,-4.341,1,0.0522,100.043,4,0.676,10.0
0.417,0.485,187907,0.788,0.0546,2,0.181,-4.884,0,0.0269,97.999,4,0.307,10.0
0.00194,0.616,208332,0.908,0.00235,10,0.0345,-6.867,0,0.0551,92.984,4,0.808,2.0
0.00194,0.616,208332,0.908,0.00235,10,0.0345,-6.867,0,0.0551,92.984,4,0.808,10.0
0.00194,0.616,208332,0.908,0.00235,10,0.0345,-6.867,0,0.0551,92.984,4,0.808,2.0
0.00194,0.616,208332,0.908,0.00235,10,0.0345,-6.867,0,0.0551,92.984,4,0.808,10.0
0.541,0.561,191950,0.372,0.00248,3,0.124,-9.494,1,0.0425,110.062,4,0.365,1.0
0.541,0.561,191950,0.372,0.00248,3,0.124,-9.494,1,0.0425,110.062,4,0.365,6.0
0.541,0.561,191950,0.372,0.00248,3,0.124,-9.494,1,0.0425,110.062,4,0.365,1.0
0.541,0.561,191950,0.372,0.00248,3,0.124,-9.494,1,0.0425,110.062,4,0.365,6.0
0.447,0.536,194088,0.694,0.0,1,0.341,-5.766,1,0.0745,79.94,4,0.219,5.0
0.443,0.502,221613,0.656,0.0,5,0.151,-5.24,1,0.0504,87.119,4,0.359,10.0
0.825,0.517,191507,0.584,3.98e-06,2,0.625,-9.297,0,0.0721,80.396,4,0.744,3.0
0.00778,0.865,189915,0.513,0.174,8,0.293,-8.884,1,0.173,102.957,4,0.552,6.0
0.00194,0.526,284195,0.955,8.33e-06,4,0.309,-4.179,1,0.0853,102.517,4,0.262,8.0
0.504,0.416,417707,0.425,0.811,8,0.104,-9.473,0,0.027,79.062,4,0.136,10.0
0.0629,0.605,164960,0.866,0.0,11,0.0323,-3.753,1,0.0413,168.208,4,0.674,10.0
0.0328,0.478,204200,0.953,0.000508,8,0.597,-7.294,1,0.0892,96.622,4,0.407,8.0
0.0328,0.478,204200,0.953,0.000508,8,0.597,-7.294,1,0.0892,96.622,4,0.407,8.0
0.0328,0.478,204200,0.953,0.000508,8,0.597,-7.294,1,0.0892,96.622,4,0.407,10.0
0.0328,0.478,204200,0.953,0.000508,8,0.597,-7.294,1,0.0892,96.622,4,0.407,8.0
0.0328,0.478,204200,0.953,0.000508,8,0.597,-7.294,1,0.0892,96.622,4,0.407,8.0
0.0328,0.478,204200,0.953,0.000508,8,0.597,-7.294,1,0.0892,96.622,4,0.407,10.0
0.0328,0.478,204200,0.953,0.000508,8,0.597,-7.294,1,0.0892,96.622,4,0.407,8.0
0.0328,0.478,204200,0.953,0.000508,8,0.597,-7.294,1,0.0892,96.622,4,0.407,8.0
0.0328,0.478,204200,0.953,0.000508,8,0.597,-7.294,1,0.0892,96.622,4,0.407,10.0
0.297,0.952,188852,0.732,0.0205,0,0.0684,-6.396,0,0.194,122.026,4,0.889,5.0
0.588,0.614,175853,0.766,0.0142,7,0.102,-11.58,1,0.0326,132.421,4,0.814,2.0
0.0736,0.552,119453,0.898,0.000156,0,0.407,-5.593,1,0.0773,177.685,4,0.457,6.0
0.0736,0.552,119453,0.898,0.000156,0,0.407,-5.593,1,0.0773,177.685,4,0.457,10.0
0.0736,0.552,119453,0.898,0.000156,0,0.407,-5.593,1,0.0773,177.685,4,0.457,6.0
0.0736,0.552,119453,0.898,0.000156,0,0.407,-5.593,1,0.0773,177.685,4,0.457,10.0
0.952,0.342,200235,0.0678,0.945,1,0.111,-24.251,1,0.068,110.92,4,0.0342,6.0
0.0633,0.636,259933,0.762,0.000796,7,0.0737,-7.799,1,0.0245,109.645,4,0.743,10.0
0.00237,0.526,216773,0.786,3.24e-05,11,0.266,-7.291,1,0.0301,113.09,4,0.764,10.0
7.03e-06,0.292,183893,0.902,8.02e-06,9,0.375,-7.353,1,0.0692,93.101,4,0.27,10.0
0.816,0.578,244904,0.0704,0.00298,4,0.11,-13.44,0,0.0678,168.939,3,0.288,2.0
0.522,0.87,188910,0.721,0.648,10,0.108,-5.311,0,0.11,92.025,4,0.489,9.0
0.000887,0.367,220021,0.988,0.0563,10,0.175,-3.053,0,0.0775,170.0,4,0.353,10.0
0.176,0.694,184560,0.77,1.1e-05,6,0.118,-5.335,1,0.149,125.905,4,0.163,9.0
0.315,0.559,176027,0.466,0.0039,5,0.0933,-6.769,1,0.0362,117.21,4,0.623,0.0
0.000359,0.601,258027,0.859,0.00124,5,0.0871,-5.263,1,0.0276,125.145,4,0.446,10.0
0.0264,0.584,226200,0.708,0.00364,5,0.112,-10.039,1,0.0593,137.657,4,0.564,10.0
0.101,0.634,191918,0.863,0.0,3,0.316,-3.459,0,0.0315,118.029,4,0.869,10.0
0.0644,0.828,257800,0.492,0.00428,0,0.128,-9.744,1,0.0276,120.151,4,0.789,10.0
0.0644,0.828,257800,0.492,0.00428,0,0.128,-9.744,1,0.0276,120.151,4,0.789,10.0
0.0644,0.828,257800,0.492,0.00428,0,0.128,-9.744,1,0.0276,120.151,4,0.789,9.0
0.0644,0.828,257800,0.492,0.00428,0,0.128,-9.744,1,0.0276,120.151,4,0.789,10.0
0.0644,0.828,257800,0.492,0.00428,0,0.128,-9.744,1,0.0276,120.151,4,0.789,10.0
0.0644,0.828,257800,0.492,0.00428,0,0.128,-9.744,1,0.0276,120.151,4,0.789,9.0
0.0644,0.828,257800,0.492,0.00428,0,0.128,-9.744,1,0.0276,120.151,4,0.789,10.0
0.0644,0.828,257800,0.492,0.00428,0,0.128,-9.744,1,0.0276,120.151,4,0.789,10.0
0.0644,0.828,257800,0.492,0.00428,0,0.128,-9.744,1,0.0276,120.151,4,0.789,9.0
0.311,0.742,189916,0.454,0.0,11,0.183,-11.982,1,0.16,87.396,4,0.586,5.0
0.000407,0.887,210699,0.606,0.0,2,0.151,-6.572,1,0.324,139.995,4,0.272,5.0
0.321,0.448,222717,0.46,0.000399,5,0.0907,-7.412,1,0.0329,109.924,4,0.298,1.0
0.167,0.847,183666,0.699,0.0,7,0.107,-5.166,1,0.0631,105.006,4,0.525,5.0
0.0578,0.329,282206,0.444,0.0352,1,0.113,-9.973,1,0.0417,162.279,4,0.225,1.0
0.0578,0.329,282206,0.444,0.0352,1,0.113,-9.973,1,0.0417,162.279,4,0.225,10.0
0.0578,0.329,282206,0.444,0.0352,1,0.113,-9.973,1,0.0417,162.279,4,0.225,1.0
0.0578,0.329,282206,0.444,0.0352,1,0.113,-9.973,1,0.0417,162.279,4,0.225,10.0
0.0144,0.718,201105,0.53,0.0515,7,0.11,-9.879,0,0.0443,116.076,4,0.789,6.0
0.349,0.752,167213,0.602,1.3e-06,2,0.0792,-6.98,1,0.0371,100.016,4,0.743,9.0
0.349,0.752,167213,0.602,1.3e-06,2,0.0792,-6.98,1,0.0371,100.016,4,0.743,10.0
0.349,0.752,167213,0.602,1.3e-06,2,0.0792,-6.98,1,0.0371,100.016,4,0.743,9.0
0.349,0.752,167213,0.602,1.3e-06,2,0.0792,-6.98,1,0.0371,100.016,4,0.743,10.0
0.886,0.66,166200,0.365,0.00532,5,0.104,-14.739,1,0.0551,159.988,4,0.303,6.0
0.0176,0.604,210365,0.515,1.58e-05,2,0.113,-6.242,1,0.0247,106.99,4,0.416,10.0
0.0176,0.604,210365,0.515,1.58e-05,2,0.113,-6.242,1,0.0247,106.99,4,0.416,6.0
0.0176,0.604,210365,0.515,1.58e-05,2,0.113,-6.242,1,0.0247,106.99,4,0.416,10.0
0.0176,0.604,210365,0.515,1.58e-05,2,0.113,-6.242,1,0.0247,106.99,4,0.416,6.0
0.000984,0.503,245573,0.667,0.027,11,0.229,-6.831,0,0.0285,113.018,4,0.101,8.0
0.102,0.53,197707,0.861,0.365,2,0.126,-6.971,1,0.116,162.936,4,0.789,1.0
6.3e-05,0.184,193493,0.984,1.02e-05,9,0.44,-2.733,1,0.113,157.685,3,0.174,10.0
0.208,0.578,234093,0.386,0.0453,6,0.307,-11.464,1,0.0278,154.902,4,0.569,6.0
0.102,0.627,196534,0.628,0.0,5,0.121,-5.111,1,0.0295,132.021,4,0.296,9.0
0.967,0.353,280750,0.0717,0.566,5,0.116,-21.734,1,0.0318,107.59,4,0.204,7.0
5.8e-06,0.374,257693,0.739,0.000141,7,0.109,-5.193,0,0.0477,148.078,3,0.359,10.0
0.0812,0.599,218102,0.548,0.000367,11,0.141,-8.288,0,0.0774,123.32,4,0.692,2.0
0.243,0.777,270867,0.764,0.0,1,0.103,-5.681,1,0.141,177.868,4,0.174,5.0
0.101,0.655,214050,0.802,1.06e-05,11,0.0904,-5.17,0,0.0439,136.82,4,0.663,2.0
0.0435,0.488,205506,0.775,0.000443,4,0.181,-9.387,1,0.0567,81.004,4,0.826,1.0
0.0435,0.488,205506,0.775,0.000443,4,0.181,-9.387,1,0.0567,81.004,4,0.826,6.0
0.0435,0.488,205506,0.775,0.000443,4,0.181,-9.387,1,0.0567,81.004,4,0.826,1.0
0.0435,0.488,205506,0.775,0.000443,4,0.181,-9.387,1,0.0567,81.004,4,0.826,6.0
0.00629,0.546,188027,0.76,4.66e-05,9,0.0737,-6.887,0,0.0399,101.936,4,0.41,1.0
0.00629,0.546,188027,0.76,4.66e-05,9,0.0737,-6.887,0,0.0399,101.936,4,0.41,10.0
0.00629,0.546,188027,0.76,4.66e-05,9,0.0737,-6.887,0,0.0399,101.936,4,0.41,1.0
0.00629,0.546,188027,0.76,4.66e-05,9,0.0737,-6.887,0,0.0399,101.936,4,0.41,10.0
0.478,0.743,156176,0.467,0.0,1,0.115,-9.363,1,0.156,136.07,4,0.204,5.0
8.49e-05,0.49,173573,0.817,0.0129,2,0.0962,-5.912,1,0.0272,99.335,4,0.369,10.0
8.49e-05,0.49,173573,0.817,0.0129,2,0.0962,-5.912,1,0.0272,99.335,4,0.369,1.0
8.49e-05,0.49,173573,0.817,0.0129,2,0.0962,-5.912,1,0.0272,99.335,4,0.369,10.0
8.49e-05,0.49,173573,0.817,0.0129,2,0.0962,-5.912,1,0.0272,99.335,4,0.369,1.0
1.52e-05,0.44,220392,0.988,0.389,8,0.0757,-3.46,0,0.0482,166.041,4,0.664,10.0
1.52e-05,0.44,220392,0.988,0.389,8,0.0757,-3.46,0,0.0482,166.041,4,0.664,8.0
1.52e-05,0.44,220392,0.988,0.389,8,0.0757,-3.46,0,0.0482,166.041,4,0.664,10.0
1.52e-05,0.44,220392,0.988,0.389,8,0.0757,-3.46,0,0.0482,166.041,4,0.664,8.0
0.0105,0.407,203813,0.932,0.000129,11,0.36,-5.166,0,0.0656,120.0,4,0.821,1.0
0.0105,0.407,203813,0.932,0.000129,11,0.36,-5.166,0,0.0656,120.0,4,0.821,6.0
0.0105,0.407,203813,0.932,0.000129,11,0.36,-5.166,0,0.0656,120.0,4,0.821,1.0
0.0105,0.407,203813,0.932,0.000129,11,0.36,-5.166,0,0.0656,120.0,4,0.821,6.0
0.000146,0.18,102333,0.905,0.831,11,0.327,-2.767,1,0.0453,138.02,4,0.552,10.0
0.000146,0.18,102333,0.905,0.831,11,0.327,-2.767,1,0.0453,138.02,4,0.552,6.0
0.000146,0.18,102333,0.905,0.831,11,0.327,-2.767,1,0.0453,138.02,4,0.552,10.0
0.000146,0.18,102333,0.905,0.831,11,0.327,-2.767,1,0.0453,138.02,4,0.552,6.0
0.0238,0.66,242960,0.523,0.0,4,0.142,-12.068,1,0.0608,126.342,4,0.794,4.0
0.0882,0.678,166960,0.493,0.153,8,0.264,-13.782,1,0.0302,122.627,4,0.914,2.0
0.0148,0.765,189030,0.43,0.973,10,0.199,-12.244,0,0.239,140.049,4,0.135,5.0
0.103,0.776,339000,0.795,0.584,4,0.108,-7.548,1,0.162,103.41,4,0.45,2.0
0.891,0.449,158560,0.115,0.0128,0,0.0978,-14.036,1,0.031,132.812,4,0.336,4.0
0.0418,0.571,317773,0.852,2.37e-05,8,0.0527,-5.752,1,0.0323,92.155,4,0.804,10.0
0.0418,0.571,317773,0.852,2.37e-05,8,0.0527,-5.752,1,0.0323,92.155,4,0.804,2.0
0.0418,0.571,317773,0.852,2.37e-05,8,0.0527,-5.752,1,0.0323,92.155,4,0.804,10.0
0.0418,0.571,317773,0.852,2.37e-05,8,0.0527,-5.752,1,0.0323,92.155,4,0.804,2.0
0.000309,0.489,196600,0.918,8.59e-06,0,0.102,-3.762,1,0.0513,133.554,4,0.63,10.0
0.0404,0.694,211760,0.712,0.00314,0,0.104,-7.258,1,0.0344,114.339,4,0.736,1.0
0.0282,0.55,174084,0.788,0.0,5,0.392,-4.998,0,0.0765,142.001,4,0.401,5.0
0.805,0.521,170733,0.808,0.0105,9,0.227,-8.201,0,0.052,98.867,4,0.834,1.0
0.805,0.521,170733,0.808,0.0105,9,0.227,-8.201,0,0.052,98.867,4,0.834,6.0
0.805,0.521,170733,0.808,0.0105,9,0.227,-8.201,0,0.052,98.867,4,0.834,1.0
0.805,0.521,170733,0.808,0.0105,9,0.227,-8.201,0,0.052,98.867,4,0.834,6.0
0.536,0.377,257972,0.402,0.786,5,0.117,-8.564,1,0.0295,159.819,4,0.0415,8.0
0.00157,0.567,415160,0.938,0.00729,7,0.124,-6.28,1,0.0874,100.016,4,0.345,8.0
0.0106,0.567,229067,0.914,0.0,0,0.125,-5.969,0,0.0363,124.005,4,0.667,10.0
0.0106,0.567,229067,0.914,0.0,0,0.125,-5.969,0,0.0363,124.005,4,0.667,1.0
0.0106,0.567,229067,0.914,0.0,0,0.125,-5.969,0,0.0363,124.005,4,0.667,10.0
0.0106,0.567,229067,0.914,0.0,0,0.125,-5.969,0,0.0363,124.005,4,0.667,1.0
0.000104,0.524,249313,0.945,3.14e-06,0,0.165,-3.941,0,0.0511,142.052,4,0.105,8.0
0.231,0.655,210489,0.727,0.0,1,0.173,-5.478,0,0.046,113.011,4,0.56,9.0
0.191,0.641,329893,0.934,0.00444,4,0.299,-6.907,0,0.0347,108.106,4,0.815,10.0
0.03,0.282,410187,0.547,0.888,2,0.104,-8.621,1,0.0322,151.468,4,0.133,10.0
0.0895,0.503,371200,0.595,2.49e-06,7,0.148,-9.383,1,0.0294,128.099,4,0.457,10.0
0.19,0.505,175200,0.71,0.00025,3,0.329,-3.015,1,0.0321,89.938,4,0.428,10.0
0.372,0.781,194087,0.411,0.0146,11,0.0971,-16.481,0,0.0705,99.994,4,0.323,6.0
0.0293,0.645,225560,0.904,0.0,2,0.0834,-4.532,1,0.0462,105.97,4,0.671,4.0
0.404,0.759,146800,0.543,1.25e-05,7,0.141,-11.189,1,0.0321,115.671,4,0.977,4.0
0.0378,0.631,247693,0.885,0.000673,0,0.209,-9.799,1,0.0901,108.604,4,0.62,10.0
0.104,0.634,182400,0.651,0.0,5,0.0713,-4.542,1,0.0362,149.958,4,0.363,5.0
0.661,0.661,222402,0.503,0.00103,9,0.235,-6.574,0,0.208,78.953,4,0.799,6.0
0.23,0.469,66884,0.601,0.0,0,0.151,-10.252,1,0.15,139.771,4,0.16,2.0
0.168,0.442,247200,0.544,0.0,1,0.109,-5.088,1,0.0326,144.626,3,0.175,9.0
0.787,0.478,481333,0.419,0.012,10,0.626,-11.476,1,0.0351,116.19,3,0.478,10.0
0.169,0.671,195067,0.454,0.00735,0,0.0871,-14.324,0,0.0385,132.109,4,0.681,10.0
0.592,0.8,183653,0.801,5.52e-05,6,0.56,-6.315,1,0.214,99.936,4,0.684,5.0
0.972,0.661,186520,0.222,4.74e-05,11,0.12,-15.116,1,0.0511,104.613,4,0.786,2.0
0.968,0.712,252599,0.18,0.935,7,0.127,-13.392,0,0.0819,129.589,4,0.38,7.0
0.000307,0.424,181608,0.83,0.000717,9,0.36,-5.298,1,0.028,101.596,4,0.544,1.0
0.000307,0.424,181608,0.83,0.000717,9,0.36,-5.298,1,0.028,101.596,4,0.544,10.0
0.000307,0.424,181608,0.83,0.000717,9,0.36,-5.298,1,0.028,101.596,4,0.544,1.0
0.000307,0.424,181608,0.83,0.000717,9,0.36,-5.298,1,0.028,101.596,4,0.544,10.0
0.00204,0.455,190391,0.903,0.0,4,0.0598,-3.797,1,0.0789,122.981,4,0.546,10.0
0.00136,0.601,231529,0.952,0.000678,4,0.0871,-3.247,0,0.155,170.031,4,0.264,10.0
0.000909,0.522,149427,0.695,0.00741,9,0.069,-11.77,1,0.0393,129.723,4,0.658,1.0
0.622,0.475,186173,0.89,2.29e-06,3,0.226,-6.974,0,0.102,123.519,4,0.436,2.0
0.0413,0.721,228396,0.512,0.321,7,0.261,-9.269,0,0.0365,127.003,4,0.518,6.0
0.00193,0.584,173320,0.949,0.917,11,0.215,-5.425,0,0.0515,100.712,4,0.7,9.0
0.926,0.362,210353,0.268,0.0576,11,0.346,-11.272,1,0.0351,123.587,4,0.327,1.0
3.17e-06,0.344,295720,0.856,0.732,0,0.388,-5.861,0,0.0397,119.913,4,0.275,8.0
1.59e-05,0.363,243066,0.976,0.0268,8,0.332,-3.902,1,0.106,175.062,4,0.298,8.0
0.157,0.713,171840,0.772,0.0,2,0.153,-5.032,1,0.0313,125.001,4,0.523,9.0
0.00781,0.266,179973,0.946,2.73e-06,9,0.26,-2.855,1,0.171,168.465,4,0.498,6.0
0.00781,0.266,179973,0.946,2.73e-06,9,0.26,-2.855,1,0.171,168.465,4,0.498,10.0
0.00781,0.266,179973,0.946,2.73e-06,9,0.26,-2.855,1,0.171,168.465,4,0.498,1.0
0.00781,0.266,179973,0.946,2.73e-06,9,0.26,-2.855,1,0.171,168.465,4,0.498,6.0
0.00781,0.266,179973,0.946,2.73e-06,9,0.26,-2.855,1,0.171,168.465,4,0.498,10.0
0.00781,0.266,179973,0.946,2.73e-06,9,0.26,-2.855,1,0.171,168.465,4,0.498,1.0
0.00781,0.266,179973,0.946,2.73e-06,9,0.26,-2.855,1,0.171,168.465,4,0.498,6.0
0.00781,0.266,179973,0.946,2.73e-06,9,0.26,-2.855,1,0.171,168.465,4,0.498,10.0
0.00781,0.266,179973,0.946,2.73e-06,9,0.26,-2.855,1,0.171,168.465,4,0.498,1.0
0.486,0.551,150640,0.293,0.000273,2,0.0864,-12.503,1,0.0272,106.798,4,0.322,1.0
0.486,0.551,150640,0.293,0.000273,2,0.0864,-12.503,1,0.0272,106.798,4,0.322,10.0
0.486,0.551,150640,0.293,0.000273,2,0.0864,-12.503,1,0.0272,106.798,4,0.322,1.0
0.486,0.551,150640,0.293,0.000273,2,0.0864,-12.503,1,0.0272,106.798,4,0.322,10.0
0.256,0.723,178799,0.458,0.0,6,0.0879,-5.572,0,0.17,113.954,4,0.357,9.0
0.828,0.708,206000,0.567,0.282,9,0.0969,-7.836,0,0.0595,155.931,4,0.578,6.0
0.00495,0.538,155067,0.863,2.07e-05,4,0.314,-6.123,0,0.139,127.618,4,0.606,8.0
0.00495,0.538,155067,0.863,2.07e-05,4,0.314,-6.123,0,0.139,127.618,4,0.606,10.0
0.00495,0.538,155067,0.863,2.07e-05,4,0.314,-6.123,0,0.139,127.618,4,0.606,8.0
0.00495,0.538,155067,0.863,2.07e-05,4,0.314,-6.123,0,0.139,127.618,4,0.606,10.0
0.0163,0.499,223813,0.948,0.0,2,0.0933,-4.732,1,0.0652,156.047,4,0.832,6.0
0.771,0.508,167165,0.237,0.0,9,0.0828,-10.646,1,0.0314,80.813,4,0.402,0.0
0.0094,0.705,465333,0.718,0.0757,1,0.0695,-6.625,0,0.0463,112.001,4,0.454,1.0
0.0094,0.705,465333,0.718,0.0757,1,0.0695,-6.625,0,0.0463,112.001,4,0.454,6.0
0.0094,0.705,465333,0.718,0.0757,1,0.0695,-6.625,0,0.0463,112.001,4,0.454,1.0
